Mes,W_potential_Norte,adoption_rate_Norte,adopters_Norte,W_potential_Centro,adoption_rate_Centro,adopters_Centro,W_potential_Sur,adoption_rate_Sur,adopters_Sur
22,38842.44903037314,110.42843053633369,3390.4383175362145,120993.85693938418,679.7398364085424,23654.187364783327,30162.459647544212,112.4751586113541,3608.7758906297963
23,38780.921440540704,113.55330664195897,3502.42352743825,120400.46618650372,695.0393640081052,24341.566256300343,30068.544715124284,115.4414280250527,3722.729846331236
24,38716.376701379544,116.74670292519195,3617.5678214607774,119791.94631140283,710.4639196469163,25044.308029731936,29971.687543458014,118.4596898347268,3839.676110468204
25,38648.71834344032,120.0089003199896,3735.9398294402467,119168.12598215532,726.0018665739617,25762.53171371027,29871.82535516237,121.52926589887984,3959.6663122225423
26,38577.64818634388,123.3400095847315,3857.6085489523784,118528.46722064489,741.6403934435426,26496.345055838297,29768.815462042352,124.64931128515563,4082.751436191276
27,38503.269974611154,126.74021714979818,3982.642955204309,117873.20003051801,757.3668788975566,27245.842204926503,29662.676928034296,127.81895687588082,4208.981511990075
28,38425.6727879534,130.20961954543108,4111.112071130447,117202.54045505049,773.1680444432598,28011.103833403737,29553.423965697082,131.03721167347638,4338.405572453308
29,38344.55474192907,133.74803662774727,4243.085092310025,116515.9839946768,789.0289408859329,28792.19762918596,29440.91541998497,134.30284941242823,4471.07166625655
30,38259.733659711805,137.35522570480595,4378.631058666625,115813.26539789264,804.9341596340363,29589.17643466371,29325.059198389747,137.6145344291656,4607.026611063502
31,38171.4837169146,141.03106148580227,4517.818504481413,115094.99192451876,820.8689111396345,30402.0762188656,29205.94712338981,140.97093053380732,4746.31568925913
32,38079.64740650168,144.77509396252265,4660.715827843654,114360.97516674988,836.8165856777989,31230.91808156611,29083.49964302491,144.37043387622677,4888.982791280556
33,37983.86467544686,148.5866270151934,4807.391110246178,113610.66180925668,852.7592178438005,32075.707250891704,28957.55758479235,147.81121838855896,5035.070264815387
34,37884.370112934994,152.46516054718066,4957.911473427638,112844.63227484279,868.6800779068934,32936.42957643911,28828.201327157,151.29150614202837,5184.618432952836
35,37781.102118381816,156.40990389369952,5112.343459594095,112062.92701460827,884.5609565411107,33813.053834635306,28695.394386821758,154.80927098577138,5337.665746119879
36,37673.76352049184,160.41977293214262,5270.752925084273,111265.1605752479,900.3821870086609,34705.53124562272,28559.007744551556,158.36223580777735,5494.248666789188
37,37562.47250827432,164.49379189819706,5433.204435817575,110451.74541984028,916.12503820267,35613.792334616715,28419.08048204937,161.94812201042208,5654.401221681123
38,37447.1969624237,168.63074521820195,5599.761465279167,109622.8289792162,931.7697752854984,36537.74847531049,28275.593502043765,165.56443601950576,5818.155042562158
39,37327.70151865956,172.82911155803654,5770.486345516103,108778.19420622906,947.2953348911158,37477.2918799347,28128.448409051878,169.20842915530022,5985.539286450664
40,37204.03262378701,177.08740109163156,5945.439724243856,107918.17164541212,962.6813655823994,38432.292975248965,27977.661758846603,172.8773104520398,6156.58023499503
41,37076.214423324185,181.40394921812648,6124.680581061035,107043.06782719315,977.9071088905503,39402.601210779445,27823.243457675875,176.5681209463369,6331.3012294398895
42,36944.04239619178,185.77673347942672,6308.266280592173,106152.77719226331,992.9504035340719,40388.04588036461,27665.114236899535,180.27762129964782,6509.722652566032
43,36807.42711564918,190.2036317514114,6496.252132350811,105247.42845563474,1007.7892718814568,41388.43418146606,27503.243330435336,184.00245757054694,6691.8616104431685
44,36666.52742493439,194.68256236452126,6688.691010572132,104327.63512535894,1022.4028224249344,42403.54995750864,27337.701903790483,187.7392544372876,6877.731633531411
45,36521.235681020305,199.2110288840581,6885.633646061245,103393.52703351271,1036.7686792150396,43433.156501896636,27168.45709417002,191.48433216089694,7067.342804542389
46,36371.245196064585,203.78612916621057,7087.128494753485,102444.8770138323,1050.8631173945992,44476.996223273694,26995.399041538698,195.23371659894403,7260.701657435447
47,36216.73776904889,208.40524039190197,7293.220750084128,101482.39394964205,1064.665132697833,45534.78626115412,26818.616237791855,198.98357903232974,7457.810507600094
48,36057.81573523266,213.06549424542496,7503.952699011081,100506.65397606898,1078.1534648798274,46606.22189187667,26638.168244263237,202.72991012667111,7658.667645487713
49,35894.15286018348,217.76334593777966,7719.364018993778,99517.44306819284,1091.3042010044815,47690.97921558581,26453.945968004628,206.46825213186565,7863.267505362482
50,35725.70551772193,222.49533546574452,7939.490766628892,98515.09478318167,1104.0952576944508,48788.71041792732,26265.956445537828,210.19418928951688,8071.600012056346
51,35552.71456821388,227.25816367072713,8164.365056530314,97500.4932687145,1116.506868073079,49899.04368448385,26074.32368214028,213.90340408189888,8283.650364692458
