Mes,W_potential_Norte,adoption_rate_Norte,adopters_Norte,W_potential_Centro,adoption_rate_Centro,adopters_Centro,W_potential_Sur,adoption_rate_Sur,adopters_Sur
52,35374.98035705103,232.04779285511518,8394.015846794477,96473.70797259951,1128.5165132444536,51021.58911604601,25878.998400020533,217.59111325705953,8499.39953694941
53,35192.37718800267,236.86004448843676,8628.4681170559,95434.96138110015,1140.1024289827708,52155.93512928146,25679.964061333707,221.25245603382558,8718.823760808396
54,35005.095450487104,241.69098074117497,8867.742235349291,94385.08395941222,1151.2458089318138,53301.64680794078,25477.333872134077,224.88274530143863,8941.894141974806
55,34813.02694000447,246.53605217297232,9111.85467815478,93324.35592417598,1161.926053635834,54458.271710031426,25271.10465670258,228.47693500330993,9168.577146520282
56,34616.07357429698,251.3905015471206,9360.81743726988,92253.0877202756,1172.1231238448092,55625.337747129444,25061.280486127678,232.0298861536175,9398.834249228345
57,34414.378129680386,256.24976306674847,9614.637380936749,91172.05348778966,1181.819792991899,56802.35161721325,24847.965097141943,235.53662958238127,9632.621574437042
58,34207.89928334841,261.1087951428139,9873.31677734854,90081.68934119977,1190.9979859742803,57988.803849838325,24631.191679486612,238.99195264217428,9869.890296823702
59,33996.508318893415,265.9621943628994,10136.853044954716,88982.2747150951,1199.6394812084493,59184.16851089169,24410.96158634502,242.39048180602597,10110.586521977493
60,33780.36084735818,270.8048931348526,10405.237804358057,87874.63138921345,1207.7297310244562,60387.90012941907,24187.393200924256,245.727133849181,10354.6507623455
61,33559.51410831977,275.6315006673188,10678.457423562271,86759.40084925578,1215.2542709156596,61599.43902299203,23960.56858278681,248.99670904909283,10602.018395061805
62,33333.81367342997,280.4360229254714,10956.49319832759,85636.82972027258,1222.1972806850695,62818.213542025354,23730.488032201734,252.19372567065938,10852.619840980937
63,33103.288578276864,285.212659683539,11239.320358935198,84507.5131593956,1228.5458649797033,64043.6364869854,23497.228314226497,255.3129325370662,11106.380031495964
64,32868.19491061747,289.9560038573642,11526.907695292619,83372.47561953332,1234.2910149406696,65275.10545741723,23260.960051502996,258.3494420481218,11363.21830496424
65,32628.477715224453,294.6598422820427,11819.218790910476,82232.15460228942,1239.4212974611169,66512.01139460757,23021.73200454475,261.29798769846286,11623.049333663555
66,32383.918762090274,299.3173813590061,12116.211642278755,81086.67847894011,1243.9241403993842,67753.73741148601,22779.530218554166,264.1530781902019,11885.782945263327
67,32134.845717742726,303.92307730866514,12417.836614166321,79937.20181217237,1247.795162485399,68999.6507686038,22534.562033792245,266.91014772911893,12151.323026700737
68,31881.381339601998,308.4708453142954,12724.038330810352,78784.48804665038,1251.0288474357885,70249.11444883258,22286.955098213213,269.5644446768717,12419.56887840636
69,31623.30221499465,312.95353701819573,13034.756154006152,77628.64172302271,1253.616014841341,71501.49068966889,22036.700629243598,272.1107201607499,12690.415626704425
70,31360.81633538773,317.36512875705296,13349.921803217563,76470.57371448964,1255.5547372338617,72756.13080953794,21783.964873108132,274.54459232383806,12963.752911946664
71,31094.104313335138,321.6995370473046,13669.460641603428,75311.1341836856,1256.8442295867494,74012.38351536609,21528.905056852484,276.8618156634294,13239.4658965308
72,30823.07088231556,325.9497848051066,13993.292557201486,74150.64236192536,1257.4807721498776,75269.60033513827,21271.569623514173,279.0577767029737,13517.435959867245
73,30547.87363056234,330.1096741873173,14321.33018130947,72989.88296377052,1257.465796733138,76527.12830832464,21012.109990235786,281.1285285540695,13797.539768545008
74,30268.675740664617,334.1730794847773,14653.479725797575,71829.63800558812,1256.8022695566347,77784.31562385026,20750.681209261755,283.07035810462037,14079.650023936794
75,29985.465374180563,338.13328228535994,14989.641750720208,70670.34463427095,1255.4914842534665,79040.51621174383,20487.3693710025,284.87938602596034,14363.636103848772
76,29698.37461156667,341.9841165894222,15329.709994658637,69512.69610425884,1253.5383845182942,80295.08523038196,20222.31928765625,286.5522676400518,14649.363515588653
77,29407.605438490224,345.719792472137,15673.571702795321,68357.50069558849,1250.9505201030977,81547.38183834855,19955.704572842893,288.08608356204786,14936.694335459079
78,29113.203411755236,349.3339997042933,16021.108757884143,67205.2530424062,1247.7338159967817,82796.77515298773,19687.636638456297,289.47779965930175,15225.488110408294
