Mes,W_potential_Norte,adoption_rate_Norte,adopters_Norte,willing_Norte,available_market_Norte,Pct_adoption_Norte,initial_adopters0_Norte,initial_W0_Norte,W_potential_Centro,adoption_rate_Centro,adopters_Centro,willing_Centro,available_market_Centro,Pct_adoption_Centro,initial_adopters0_Centro,initial_W0_Centro,W_potential_Sur,adoption_rate_Sur,adopters_Sur,willing_Sur,available_market_Sur,Pct_adoption_Sur,initial_adopters0_Sur,initial_W0_Sur,National_Available_Market,National_Adopters,National_Percentage_of_Adoption
14,112252.43810324701,111.45214051510553,2851.839869670359,115242.30077564863,298480.1766800794,0.009554536925670116,1594.3939393939395,111726.38481686903,442520.6730221425,719.4858585812844,20254.013157139965,463076.0379239804,1639015.753642868,0.012357424333551095,12069.818181818182,446802.3288629471,124685.30110969723,122.87837764273375,3138.753978745808,127900.0255250174,843561.991076431,0.003720833811799163,1751.3838383838383,125088.92140650666,2781057.921399378,26244.607005556132,0.00943691492493271
15,112277.47510362968,115.04324421934956,2965.0786505002047,115380.48376765598,298838.0737681359,0.009922024369628234,1594.3939393939395,111726.38481686903,442092.027169534,741.6150856237185,20984.513874383538,463377.58550103864,1640083.0540186055,0.012794787326755395,12069.818181818182,446802.3288629471,124636.55695410531,126.82484880127936,3263.59584355361,127976.04669631417,844063.3871501208,0.003866529330898656,1751.3838383838383,125088.92140650666,2782984.514936862,27213.18836843735,0.009778418896109
16,112298.62820915953,118.74173624982974,3081.9620805500917,115518.79154761063,299196.2940598104,0.010300802990340504,1594.3939393939395,111726.38481686903,441640.3243075452,764.3439474307801,21737.442948286298,463679.3028744114,1641150.955373041,0.01324524284443126,12069.818181818182,446802.3288629471,124583.65005192229,130.8891809094961,3392.442915319494,128052.11158343342,844565.0715506198,0.004016792819872335,1751.3838383838383,125088.92140650666,2784912.3209834713,28211.847944155885,0.010130246374935451
17,112316.16540166092,122.5504038210728,3202.5988901152164,115657.224228204,299554.83784697624,0.010691194016873875,1594.3939393939395,111726.38481686903,441165.78553605627,787.6837467444243,22513.405541524873,463981.1901397078,1642219.4580445748,0.0137091333507472,12069.818181818182,446802.3288629471,124526.66934489044,135.07437231585163,3525.414518341164,128128.22021151391,845067.04444373,0.004171757189586995,1751.3838383838383,125088.92140650666,2786841.340335281,29241.418949981253,0.010492674457909131
18,112330.28265875581,126.4720593104762,3327.10055350305,115795.78192222919,299913.7054217701,0.011093526215563015,1594.3939393939395,111726.38481686903,440668.4690082523,811.6456221428615,23313.017823432492,464283.2473925912,1643288.562371798,0.014186807087480881,12069.818181818182,446802.3288629471,124465.66249670935,139.38345192325772,3662.6329574573756,128204.37260570876,845569.3059953486,0.004331558550538876,1751.3838383838383,125088.92140650666,2788771.5737889167,30302.751334392917,0.010865985446496288
19,112340.35106739594,130.50939560551976,3455.581503638337,115934.46474258119,300272.8970765926,0.011508136556050541,1594.3939393939395,111726.38481686903,440146.61826847994,836.2401111674989,24136.907454677617,464585.47472877864,1644358.268693493,0.014678618348698021,12069.818181818182,446802.3288629471,124400.21954943679,143.81939861422111,3804.2236713289503,128280.56879118558,846071.8563714678,0.0044963363840561385,1751.3838383838383,125088.92140650666,2790703.0221415535,31396.712629644902,0.011250467133386134
20,112346.29122305186,134.66523904767112,3588.1588635919093,116073.27280225702,300632.4131041086,0.011935369265553329,1594.3939393939395,111726.38481686903,439599.67783551477,861.4778317101967,24985.712509766694,464887.8722440414,1645428.5773486334,0.01518492680492246,12069.818181818182,446802.3288629471,124330.2329041233,148.38527874785999,3950.31507813564,128356.80879312649,846574.6957381759,0.004666233349546479,1751.3838383838383,125088.92140650666,2792635.686190918,32524.186451494243,0.011646412245005858
21,112348.42002768557,138.94252237434324,3724.952486851496,116212.20621435562,300992.25379724684,0.01237557591552068,1594.3939393939395,111726.38481686903,439027.95751593343,887.3693915313057,25860.081164342788,465190.44003420405,1646499.4886763815,0.015706097294407098,12069.818181818182,446802.3288629471,124255.81260370002,153.08422936276338,4101.038601811412,128433.092636728,847077.8242616559,0.0048413953055447155,1751.3838383838383,125088.92140650666,2794569.5667352844,33686.072253005696,0.012054118335067594
22,112346.29730763168,143.34406088797468,3866.085267940457,116351.26509207817,301352.419449201,0.012829116404662425,1594.3939393939395,111726.38481686903,438430.1021812258,913.9247103101585,26760.67236200898,465493.1781951459,1647571.0030160935,0.016242500209714836,12069.818181818182,446802.3288629471,124176.6485289945,157.91933377568913,4256.528884512001,128509.42034720123,847581.2421081872,0.00502197155039055,1751.3838383838383,125088.92140650666,2796504.664573482,34883.28651446143,0.01247388819205913
23,112339.53637513901,147.8727017762996,4011.6829876348866,116490.44954872804,301712.9103534294,0.013296358392272849,1594.3939393939395,111726.38481686903,437804.87034120836,941.1534167087823,27688.15507457962,465796.0868227996,1648643.1207073142,0.016794511029591792,12069.818181818182,446802.3288629471,124092.45860005339,162.89370174619543,4416.9237001526435,128585.79194977171,848084.9494441443,0.005208114709555457,1751.3838383838383,125088.92140650666,2798440.980504888,36116.76176236715,0.012906029469255073
24,112328.57541497883,152.5314762694558,4161.87412384228,116629.75969771083,302073.7268036551,0.013777676621798548,1594.3939393939395,111726.38481686903,437152.8270780982,969.0652837332125,28643.20718614604,466099.1660131519,1649715.8420897804,0.017362509624604325,12069.818181818182,446802.3288629471,124003.41533466848,168.01055058585814,4582.363829953989,128662.2074696795,848588.9464359975,0.005399980578582284,1751.3838383838383,125088.92140650666,2800378.5153294327,37387.445139942305,0.013350854156065434
25,112313.21973919765,157.32330984318773,4316.790233845254,116769.19565253469,302434.8690938668,0.014273454138336975,1594.3939393939395,111726.38481686903,436473.14624598844,997.669329836018,29626.516196609504,466402.4158622441,1650789.1675034212,0.017946880667635653,12069.818181818182,446802.3288629471,123909.33974871346,173.27304390993416,4752.993312435662,128738.66693217919,849093.2332503129,0.005597728407564024,1751.3838383838383,125088.92140650666,2802317.2698476007,38696.29974289042,0.013808679038328466
26,112292.67532148038,162.25101640118095,4476.565973471661,116908.75752681027,302796.3375183186,0.01478408229822409,1594.3939393939395,111726.38481686903,435763.6842212271,1026.9737492393358,30638.77907952475,466705.83646617096,1651863.0972883557,0.018548013530794633,12069.818181818182,446802.3288629471,123809.71988986235,178.68428609076705,4928.9594631424825,128815.17036253985,849597.8100537522,0.005801520913561016,1751.3838383838383,125088.92140650666,2804257.2448604265,40044.304516138895,0.014279825643503679
27,112267.26519746993,167.3176471990918,4641.338684504114,117048.4454342507,303158.13237153017,0.015309959354202651,1594.3939393939395,111726.38481686903,435024.74631033174,1056.98696580562,31680.700330392832,467009.42792108183,1652937.6317848954,0.0191663010879503,12069.818181818182,446802.3288629471,123704.65995437354,184.24751138233216,5110.412614213222,128891.71778604515,850102.6770130732,0.006011523963398402,1751.3838383838383,125088.92140650666,2806198.441169499,41432.45162911017,0.014764619287523715
28,112237.35319178319,172.52627299346537,4811.248635540212,117188.25948867186,303520.2539482872,0.015851491203483035,1594.3939393939395,111726.38481686903,434256.7260670859,1087.7169417246114,32752.99209899694,467313.19032318,1654012.7713335434,0.019802139781901398,12069.818181818182,446802.3288629471,123594.28515804074,189.96596096216274,5297.506250878281,128968.30922799325,850607.8342951295,0.006227906724216982,1751.3838383838383,125088.92140650666,2808140.85957696,42861.74698541543,0.015263389241760635
29,112202.15505123533,177.87972085614086,4986.439348611219,117328.19980399247,303882.7025436418,0.016409092412540648,1594.3939393939395,111726.38481686903,433457.4973055802,1119.1702813707395,33856.374810763285,467617.12376872264,1655088.5162749933,0.020455929986730716,12069.818181818182,446802.3288629471,123478.08432680991,195.8427352513876,5490.397216913935,129044.94471369684,851113.2820668705,0.006450841894490097,1751.3838383838383,125088.92140650666,2810084.5008855057,44333.21137628844,0.015776469128354783
30,112161.06624988734,183.3808435820691,5167.057280490148,117468.26649423406,304245.47845291224,0.016983185113430856,1594.3939393939395,111726.38481686903,432625.32774306816,1151.3530455776875,34991.57570338326,467921.2283540216,1656164.866950132,0.02112807510995032,12069.818181818182,446802.3288629471,123355.64412711543,201.88093912213102,5689.245518611593,129121.62426848321,851619.0204953416,0.0066805054627625165,1751.3838383838383,125088.92140650666,2812029.3658983856,45847.878502485,0.016304196200254667
31,112115.01035959346,189.03282371930993,5353.251438048802,117608.45967352115,304608.58197168366,0.017574197691338975,1594.3939393939395,111726.38481686903,431761.8383296371,1184.2717531037606,36159.326647606795,468225.5041754428,1657241.823700038,0.02181898026618453,12069.818181818182,446802.3288629471,123227.39469283103,208.08384569123695,5894.2140673688755,129198.34791769422,852125.0497476847,0.006917076395200633,1751.3838383838383,125088.92140650666,2813975.4554194063,47406.79215302447,0.01684691032458162
32,112063.66208116527,194.838555601855,5545.174069740612,117748.77945608126,304972.01339580794,0.018182567009989235,1594.3939393939395,111726.38481686903,430865.9111286346,1217.931295815991,37360.36579522123,468529.95132940635,1658319.3868659816,0.022529053263875602,12069.818181818182,446802.3288629471,123093.07408107843,214.45455176807843,6105.469079802202,129275.11568668624,852631.3699911373,0.007160737095405797,1751.3838383838383,125088.92140650666,2815922.7702529267,49011.00894476405,0.017404954944968846
33,112005.88674007836,200.80071579024056,5742.980570120811,117889.22595624521,305335.77302140446,0.018808738043669126,1594.3939393939395,111726.38481686903,429934.6539582009,1252.3350889108112,38595.43687384694,468834.56991238677,1659397.5567894257,0.02325870417003671,12069.818181818182,446802.3288629471,122951.97129852205,220.9960129580497,6323.180018047665,129351.9276008303,853137.9813930332,0.007411673323608167,1751.3838383838383,125088.92140650666,2817871.3112038635,50661.597462015416,0.017978676762343538
34,111942.40371202306,206.9223827361482,5946.828741105042,118029.79928844693,305699.86114485975,0.01945316140751226,1594.3939393939395,111726.38481686903,428969.24518109753,1287.4871867515353,39865.28567891264,469139.36002091266,1660476.3338120244,0.02400834318872359,12069.818181818182,446802.3288629471,122804.39910635162,227.71138145055738,6547.519118903398,129428.78368551195,853644.8841208025,0.007670073634479644,1751.3838383838383,125088.92140650666,2819821.0790776866,52359.63353892107,0.01856842404910562
35,111873.17240245781,213.20642714865568,6156.879417053389,118170.49956722373,306064.27806282806,0.02011629536129506,1594.3939393939395,111726.38481686903,427969.19922939007,1323.3901558372108,41170.661400513214,469444.32175156724,1661555.7182756255,0.024778381457613966,12069.818181818182,446802.3288629471,122650.24860819538,234.60366450673519,6778.661727523605,129505.68396613142,854152.0783419717,0.007936129758862067,1751.3838383838383,125088.92140650666,2821772.074680425,54106.20254509021,0.01917454745214243
36,111797.29150919047,219.65545961992095,6373.29650585813,118311.3269072164,306429.02407223155,0.020798605893010365,1594.3939393939395,111726.38481686903,426932.1461008717,1360.0448087559853,42512.316223931426,469749.45520098816,1662635.710522269,0.025569230803166986,12069.818181818182,446802.3288629471,122488.93355514524,241.67569113680753,7016.7863123026855,129582.62846810342,854659.5642241633,0.008210036611094774,1751.3838383838383,125088.92140650666,2823724.2988186637,55902.39904209224,0.01979739986140985
