Mes,W_potential_Norte,adoption_rate_Norte,adopters_Norte,willing_Norte,available_market_Norte,Pct_adoption_Norte,initial_adopters0_Norte,initial_W0_Norte,W_potential_Centro,adoption_rate_Centro,adopters_Centro,willing_Centro,available_market_Centro,Pct_adoption_Centro,initial_adopters0_Centro,initial_W0_Centro,W_potential_Sur,adoption_rate_Sur,adopters_Sur,willing_Sur,available_market_Sur,Pct_adoption_Sur,initial_adopters0_Sur,initial_W0_Sur,National_Available_Market,National_Adopters,National_Percentage_of_Adoption
10,112120.61047526763,98.10950713263553,2433.2481664483525,114691.43575504488,297053.4237640926,0.008191281337934474,1594.3939393939395,111726.38481686903,444027.0786091105,636.7419002155776,17544.576624693043,461872.3904234805,1634755.5521779067,0.010732232474341036,12069.818181818182,446802.3288629471,124843.63096372971,108.21376356544434,2677.1526889460765,127596.59548946058,841560.7245098607,0.003181175892571859,1751.3838383838383,125088.92140650666,2773369.70045186,22654.977480087473,0.008168754954089365
11,112158.60093956733,101.29720024247081,2532.9435265995767,114829.1834693048,297410.1934728962,0.008516666819728258,1594.3939393939395,111726.38481686903,443681.3830331559,656.5848933589643,18191.19423180933,462173.344970336,1635820.753576878,0.01112053028550503,12069.818181818182,446802.3288629471,124809.53351573368,111.71744592001403,2787.1095248713,127672.46398584516,842061.1136193033,0.0033098660890441677,1751.3838383838383,125088.92140650666,2775292.0606690776,23511.24728328021,0.008471629929144117
12,112193.33051969398,104.58183541082865,2635.8748818942,114967.05563461392,297767.285512744,0.008852130539979646,1594.3939393939395,111726.38481686903,443315.41019037185,676.9822788171941,18857.931206820384,462474.46902730037,1636886.554941548,0.011520609751415415,12069.818181818182,446802.3288629471,124771.84047736965,115.3275719972968,2900.62306457121,127748.37612280333,842561.7905592526,0.0034426235524470123,1751.3838383838383,125088.92140650666,2777215.6310135447,24394.429153285793,0.008783772092044236
13,112224.82459521323,107.96599467231138,2742.140448898758,115105.05236341014,298124.7001748528,0.009197964634565564,1594.3939393939395,111726.38481686903,442928.8709032534,697.945534247613,19545.347669864965,462775.7626898486,1637952.9566098426,0.011932789394830362,12069.818181818182,446802.3288629471,124730.51230958801,119.04694935600806,3017.801141441756,127824.33192543776,843062.7554952727,0.003579568806439437,1751.3838383838383,125088.92140650666,2779140.412279968,25305.289260205478,0.009105437475699679
14,112253.24730470078,111.45232727478565,2851.840975762434,115243.17376823293,298482.4377507023,0.00955446825365431,1594.3939393939395,111726.38481686903,442521.7747155531,719.4861667595155,20254.01492398641,463077.2260535096,1639019.9589198772,0.012357393705769095,12069.818181818182,446802.3288629471,124685.58480981742,122.87844301394279,3138.7543662837134,127900.33141886553,843564.0085930228,0.0037208253722427415,1751.3838383838383,125088.92140650666,2781066.4052636023,26244.610266032556,0.009436887309256814
15,112278.34686410122,115.04345024934956,2965.079952955116,115381.41996172343,298840.4985320358,0.00992194822161046,1594.3939393939395,111726.38481686903,442093.21321391425,741.6154284418287,20984.515966654024,463378.8592138662,1640087.5622099584,0.012794753432785107,12069.818181818182,446802.3288629471,124636.86239462694,126.82492088176402,3263.596299826655,127976.37462821817,844065.5500182573,0.0038665199637114233,1751.3838383838383,125088.92140650666,2782993.6107602515,27213.192219435794,0.009778388320482619
16,112299.56245303375,118.74196244112441,3081.963599205409,115519.79105662464,299198.88281086006,0.010300718940697671,1594.3939393939395,111726.38481686903,441641.5945272019,764.344327034474,21737.44540215451,463680.6622665547,1641155.7668185832,0.013245205508001857,12069.818181818182,446802.3288629471,124583.97719058536,130.88926000812887,3392.443447264268,128052.46157864165,844567.3799368262,0.004016782470947461,1751.3838383838383,125088.92140650666,2784922.0295662694,28211.852448624188,0.010130212677091707
17,112317.1632170969,122.55065133272436,3202.6006454782464,115658.2871657813,299557.59087944555,0.010691101621147388,1594.3939393939395,111726.38481686903,441167.1421676904,787.6841659959714,22513.408394450733,463982.63530726597,1642224.5730844396,0.013709092388117093,12069.818181818182,446802.3288629471,124527.01874891906,135.0744588714512,3525.4151330425816,128128.59229529645,845069.4985146746,0.004171745802255295,1751.3838383838383,125088.92140650666,2786851.6624785597,29241.42417297156,0.01049263746853499
18,112331.34391749867,126.47232913643658,3327.1025673571703,115796.9084021401,299916.62303032685,0.011093425011726481,1594.3939393939395,111726.38481686903,440669.9115054368,811.6460834350274,23313.021116122534,464284.7784317439,1643293.9813464053,0.014186762308361528,12069.818181818182,446802.3288629471,124466.03403312594,139.38354626752886,3662.6336625259455,128204.76680335749,845571.9059178433,0.004331546065914128,1751.3838383838383,125088.92140650666,2788782.5102945752,30302.757346005652,0.010865944990025347
19,112341.47506415256,130.5096886908749,3455.5837989679667,115935.65487874993,300275.979556303,0.011508026063470156,1594.3939393939395,111726.38481686903,440148.1450098681,836.2406168046238,24136.91123095563,464587.09173578693,1644363.9919435498,0.014678569555896866,12069.818181818182,446802.3288629471,124400.61281295841,143.81950104871012,3804.224474826674,128280.98512801414,846074.6023124683,0.00449632274084232,1751.3838383838383,125088.92140650666,2790714.5738123213,31396.719504750272,0.011250423027626234
20,112347.47865733602,134.66555666730122,3588.1614641960387,116074.52670876164,300635.6607504374,0.01193524898290303,1594.3939393939395,111726.38481686903,439601.2902667263,861.4783849392658,24985.71681530612,464889.57531524723,1645434.6052151334,0.015184873793291438,12069.818181818182,446802.3288629471,124330.64826291509,148.3853897418241,3950.315988322229,128357.2472944703,846577.5878647815,0.004666218483630809,1751.3838383838383,125088.92140650666,2792647.8538303524,32524.19426782439,0.0116463643001801
21,112349.6712393423,138.94286580664084,3724.955417796497,116213.52400542838,300995.66690605826,0.012375445321473905,1594.3939393939395,111726.38481686903,439029.6561305583,887.3699955816323,25860.086047999386,465192.22926603106,1646505.8215006073,0.015706039851368876,12069.818181818182,446802.3288629471,124256.2501877396,153.0843493660743,4101.039627411952,128433.5533279444,847080.8627411103,0.0048413791502043835,1751.3838383838383,125088.92140650666,2794582.351147776,33686.08109320783,0.01205406635427024
22,112347.61188210119,143.34443133952078,3866.0885557347538,116352.64688210566,301355.9983167589,0.01282897495762159,1594.3939393939395,111726.38481686903,438431.8859353726,913.9253682341918,26760.677876432896,465495.0536840984,1647577.6411396137,0.016242438115342952,12069.818181818182,446802.3288629471,124177.10808008851,157.9194631896293,4256.530034797887,128509.90325366927,847584.4271078774,0.005021954036274585,1751.3838383838383,125088.92140650666,2796518.0665642503,34883.296466965534,0.012473831971277946
23,112340.91438755662,147.87310062683673,4011.686660014516,116491.89545225134,301716.6552763977,0.013296205528791492,1594.3939393939395,111726.38481686903,437806.73936154525,941.1541320955233,27688.161275514143,465798.04866546387,1648650.064471987,0.016794444055889948,12069.818181818182,446802.3288629471,124092.94015458655,162.89384105624924,4416.924984785491,128586.29709689236,848088.281131602,0.005208095764384339,1751.3838383838383,125088.92140650666,2798455.0008799867,36116.77292031415,0.012905968796695701
24,112330.01739403598,152.5319050743736,4161.8782098617885,116631.2698294258,302077.6380790988,0.013777511756007587,1594.3939393939395,111726.38481686903,437154.7822745798,969.0660606444683,28643.214132685946,466101.2143061956,1649723.0918377521,0.017362437535367276,12069.818181818182,446802.3288629471,124003.91912873348,168.01070034753744,4582.365259037729,128662.73488287561,848592.4249788985,0.005399960127091255,1751.3838383838383,125088.92140650666,2800393.1548957494,37387.45760158547,0.013350788812000684
